symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,329.3980253602905
AAPB,AAPL,bucket_1,core_levered_etf,28.539882855979215
AAPU,AAPL,bucket_1,core_levered_etf,97.95283025450182
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNY,ABNB,bucket_2,yieldboost_etf,420.66797475000004
ADBG,ADBE,bucket_1,core_levered_etf,263.0702304158947
AFRU,AFRM,bucket_1,core_levered_etf,145.85154453
AIYY,AI,bucket_2,yieldboost_etf,686.9660137200001
ALBG,ALB,bucket_1,core_levered_etf,41.426353999999996
AMDG,AMD,bucket_1,core_levered_etf,1180.7948085129517
AMDL,AMD,bucket_1,core_levered_etf,895.0343333175413
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,887.3916153028179
AMZU,AMZN,bucket_1,core_levered_etf,479.82666403511325
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,490.15588958652944
APHU,APH,bucket_1,core_levered_etf,220.83853792253387
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,1918.2560348472207
ARCX,ACHR,bucket_1,core_levered_etf,461.6786980850999
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,580.3899313755811
ASTX,ASTS,bucket_1,core_levered_etf,1959.9372484391367
AVGG,AVGO,bucket_1,core_levered_etf,464.74467282083805
AVL,AVGO,bucket_1,core_levered_etf,650.3657387973132
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2358.6885294119593
BEX,BE,bucket_1,core_levered_etf,795.7365793208879
BIDG,BIDU,bucket_1,core_levered_etf,180.95805865942128
BITU,IBIT,bucket_1,core_levered_etf,1582.8946256485349
BITX,IBIT,bucket_1,core_levered_etf,1450.5871767451465
BMNG,BMNR,bucket_1,core_levered_etf,1033.058837431977
BOEG,BA,bucket_1,core_levered_etf,2016.3919355369192
BOEU,BA,bucket_1,core_levered_etf,1859.5097404896512
BTCL,IBIT,bucket_1,core_levered_etf,1469.3216785751297
BULG,BULL,bucket_1,core_levered_etf,471.4863336042478
CEGX,CEG,bucket_1,core_levered_etf,296.22504665992005
CHAU,ASHR,bucket_1,core_levered_etf,569.2437632261766
CIFG,CIFR,bucket_1,core_levered_etf,757.4549336425456
CLSX,CLSK,bucket_1,core_levered_etf,370.3360291518614
CLSZ,CLSK,bucket_4,inverse_b4_etf,341.43757941
CMGG,CMG,bucket_1,core_levered_etf,1549.8858066366122
CNCG,CNC,bucket_1,core_levered_etf,791.07991375
COIA,COIN,bucket_1,core_levered_etf,-563.99063842
COIG,COIN,bucket_1,core_levered_etf,89.57890475
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
CONX,COIN,bucket_1,core_levered_etf,923.401600593402
CONY,COIN,bucket_2,yieldboost_etf,58.32352075000001
COPZ,COPX,bucket_1,core_levered_etf,2097.061619053516
COTG,COST,bucket_1,core_levered_etf,135.3174985213229
COZX,CORZ,bucket_1,core_levered_etf,1250.5963639354463
CRCG,CRCL,bucket_1,core_levered_etf,915.8682928740881
CRDU,CRDO,bucket_1,core_levered_etf,631.9607260523619
CRMG,CRM,bucket_1,core_levered_etf,1486.094639831855
CRMU,CRML,bucket_1,core_levered_etf,5257.592481930588
CRWG,CRWV,bucket_1,core_levered_etf,154.66591106
CRWL,CRWD,bucket_1,core_levered_etf,1179.2717595345846
CSCL,CSCO,bucket_1,core_levered_etf,-179.18031627630322
CSEX,CLS,bucket_1,core_levered_etf,245.35036772153356
CVNY,CVNA,bucket_2,yieldboost_etf,896.02958389
CWEB,KWEB,bucket_1,core_levered_etf,843.4474299595248
CWVX,CRWV,bucket_1,core_levered_etf,1677.8821247489866
DLLL,DELL,bucket_1,core_levered_etf,-478.31111619521266
DNNG,DNN,bucket_1,core_levered_etf,190.3872891712607
DOGD,DDOG,bucket_1,core_levered_etf,51.73974965117469
DRAY,DKNG,bucket_2,yieldboost_etf,196.49474974999998
DUST,GDX,bucket_3,flow_inverse,-3410.4006199210676
DXD,DIA,bucket_4,inverse_b4_etf,-26.10723037
ELIL,LLY,bucket_1,core_levered_etf,515.7721118907734
ENPX,ENPH,bucket_1,core_levered_etf,-285.63681785
ERX,XLE,bucket_1,core_levered_etf,-1065.2957534051006
ETHT,ETHA,bucket_1,core_levered_etf,1893.2810697791076
ETHU,ETHA,bucket_1,core_levered_etf,1897.362864692111
ETRL,ETOR,bucket_1,core_levered_etf,289.204269997817
ETU,ETHA,bucket_1,core_levered_etf,1728.6770439071256
EWV,EWJ,bucket_3,flow_inverse,-417.37034538098897
FAZ,XLF,bucket_3,flow_inverse,-449.488468330251
FBL,META,bucket_1,core_levered_etf,1253.285581615744
FBY,META,bucket_2,yieldboost_etf,17.078057559999987
FBYY,META,bucket_2,yieldboost_etf,1368.2305003343445
FCXG,FCX,bucket_1,core_levered_etf,64.8017289404123
FGRU,FIGR,bucket_1,core_levered_etf,-149.08364232
FIGG,FIG,bucket_1,core_levered_etf,2401.34552718188
FRDU,F,bucket_1,core_levered_etf,1490.4510346513923
GDXU,GDX,bucket_1,core_levered_etf,719.4969239638485
GEVX,GEV,bucket_1,core_levered_etf,-623.4917436704984
