underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AXON,AXON,underlying,0.0,0.0
AXON,AXUP,etf,832.24,832.24
BLSH,BLSH,underlying,0.0,0.0
BLSH,BLSX,etf,5209.049999999999,5209.049999999999
CELH,CELH,underlying,0.0,0.0
CELH,CELT,etf,3136.64,3136.64
CLSK,CLSK,underlying,-9580.800000000001,9580.800000000001
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,0.0,0.0
DASH,DASH,underlying,0.0,0.0
DASH,DASX,etf,4179.6,4179.6
DKNG,DKNG,underlying,0.0,0.0
DKNG,DKUP,etf,1785.0816,1785.0816
IBIT,IBIT,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
NEM,NEM,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
