underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-4531.13324568,4531.13324568
AMD,DAMD,etf,4531.13324568,4531.13324568
ASTS,ASTS,underlying,-5326.5199999999995,5326.5199999999995
ASTS,ASTN,etf,30273.782686680006,30273.782686680006
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-19675.32,19675.32
BE,BEZ,etf,25544.625408,25544.625408
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-9750.199182464105,9750.199182464105
CLSK,CLSZ,etf,5523.19,5523.19
COIN,COIN,underlying,-445.7079490193872,445.7079490193872
COIN,CONI,etf,701.076122343,701.076122343
CRCL,CRCL,underlying,-10302.24229034,10302.24229034
CRCL,CRCD,etf,10302.24229034,10302.24229034
CRWV,CRWV,underlying,-7318.062041826863,7318.062041826863
CRWV,CORD,etf,24061.826466000002,24061.826466000002
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-9784.81424493977,9784.81424493977
IREN,IREZ,etf,22878.531479540005,22878.531479540005
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-13461.828232558091,13461.828232558091
MSTR,MSTR,underlying,-4118.075815975876,4118.075815975876
MSTR,MSDD,etf,2437.29,2437.29
MSTR,MSTZ,etf,6599.581631999999,6599.581631999999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-13733.95391335434,13733.95391335434
NBIS,NBIZ,etf,25921.528060898,25921.528060898
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-12455.155820682856,12455.155820682856
QBTS,QBTZ,etf,27643.58806572,27643.58806572
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-2181.231600248143,2181.231600248143
RKLB,RKLZ,etf,12283.231236499998,12283.231236499998
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-11058.580549442016,11058.580549442016
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-4589.639999999999,4589.639999999999
SVIX,UVIX,etf,8196.055529520001,8196.055529520001
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
