leg_type,symbol,underlying,pair,gross_usd,matched_usd,f_hedged,f_source,daily_pnl,hedged_daily,unhedged_daily,ytd_pnl
etf,DAMD,AMD,DAMD|AMD,3898.88209512,3898.88209512,0.4930951880812976,book,214.02848593312746,105.53641652595084,108.49206940717661,-159.36237439478157
underlying,AMD,AMD,AMD (spot),3898.88209512,3898.88209512,1.0,book,0.0,0.0,0.0,0.0
etf,ASTN,ASTS,ASTN|ASTS,27691.904899020003,4510.9400000000005,0.08118316235075841,book,-523.9448458657548,-42.53549948476267,-481.40934638099213,1243.0655568107145
underlying,ASTS,ASTS,ASTS (spot),4510.9400000000005,4510.9400000000005,1.0,book,0.0,0.0,0.0,86.46890445063927
etf,BEZ,BE,BEZ|BE,22482.13824,15467.77,0.3425761927640576,book,-803.4627248415031,-275.24720130403773,-528.2155235374654,-3732.520847679932
underlying,BE,BE,BE (spot),15467.77,15467.77,1.0,book,0.0,0.0,0.0,0.0
etf,BKNU,BKNG,BKNU|BKNG,,,0.0,carry,0.0,0.0,0.0,-42.80836925
etf,CLSZ,CLSK,CLSZ|CLSK,5529.2,5529.2,1.0,book,0.0,0.0,0.0,0.0
underlying,CLSK,CLSK,CLSK (spot),5529.2,5529.2,1.0,book,-58.89385719776859,-58.89385719776859,0.0,-58.89385719776859
etf,CONI,COIN,CONI|COIN,637.6580852999999,637.6580852999999,0.5193065180757617,book,45.72063200718534,23.74302221187464,21.9776097953107,-49.72667512511078
underlying,COIN,COIN,COIN (spot),637.6580852999999,637.6580852999999,1.0,book,0.0,0.0,0.0,0.0
etf,CRCD,CRCL,CRCD|CRCL,9496.758095825002,9496.758095825002,0.5033059652326305,book,223.9426345416623,112.71166383472956,111.23097070693274,-2553.292303321562
underlying,CRCL,CRCL,CRCL (spot),9496.758095825002,9496.758095825002,1.0,book,0.0,0.0,0.0,0.0
etf,CORD,CRWV,CORD|CRWV,21128.363054250003,21128.363054250003,0.4984858492329549,book,414.5120815787466,206.6284070031014,207.8836745756452,-939.719769538686
underlying,CRWV,CRWV,CRWV (spot),21128.363054250003,21128.363054250003,1.0,book,0.0,0.0,0.0,0.0
etf,DXD,DIA,DXD|DIA,,,0.48393330325895,carry,0.0,0.0,0.0,-26.10723037
etf,SDOW,DIA,SDOW|DIA,,,0.3220005223329034,carry,0.0,0.0,0.0,-27.79841554
underlying,DIA,DIA,DIA (spot),,,1.0,carry,0.0,0.0,0.0,-0.525
etf,IREZ,IREN,IREZ|IREN,17798.055291390003,17798.055291390003,0.4982111727841186,book,1834.3185358960043,913.8779890283956,920.4405468676086,1616.4153433043698
underlying,IREN,IREN,IREN (spot),17798.055291390003,17798.055291390003,1.0,book,0.0,0.0,0.0,0.0
etf,MSDD,MSTR,MSDD|MSTR,2440.2531,2440.2531,1.0,book,0.0,0.0,0.0,0.0
etf,MSTZ,MSTR,MSTZ|MSTR,5527.93528128,5527.93528128,0.5027591421722413,book,334.84214061184116,168.34494737712626,166.4971932347149,-1226.32065307583
underlying,MSTR,MSTR,MSTR (spot),7968.18838128,7968.18838128,1.0,book,0.0,0.0,0.0,1730.5474009234465
etf,NBIZ,NBIS,NBIZ|NBIS,24528.967075278,24528.967075278,0.49105928362307466,book,-964.6129255987039,-473.68213221805775,-490.93079338064615,1911.421995437876
underlying,NBIS,NBIS,NBIS (spot),24528.967075278,24528.967075278,1.0,book,0.0,0.0,0.0,0.0
etf,QBTZ,QBTS,QBTZ|QBTS,22940.736984,13638.24,0.297602641081169,book,2309.0223373102017,687.1711458989299,1621.8511914112719,6237.7983579365455
underlying,QBTS,QBTS,QBTS (spot),13638.24,13638.24,1.0,book,-181.8055529284444,-181.8055529284444,0.0,818.444315505976
etf,QID,QQQ,QID|QQQ,,,0.0,carry,0.0,0.0,0.0,71.65317078
etf,RKLZ,RKLB,RKLZ|RKLB,10632.0427752,3182.2000000000003,0.14945485875612524,book,326.8519612113482,48.84961369700458,278.0023475143436,-1092.913661770484
underlying,RKLB,RKLB,RKLB (spot),3182.2000000000003,3182.2000000000003,1.0,book,0.0,0.0,0.0,-3.333006021475057
etf,UVIX,SVIX,UVIX|SVIX,7129.32379032,4469.423368336084,0.31453142577072246,book,0.0,0.0,0.0,0.0
underlying,SVIX,SVIX,SVIX (spot),4469.423368336084,4469.423368336084,1.0,book,0.0,0.0,0.0,0.0
etf,WEBS,XLK,WEBS|XLK,,,0.445622099527117,carry,0.0,0.0,0.0,312.20477971
underlying,XLK,XLK,XLK (spot),,,1.0,carry,0.0,0.0,0.0,-0.51
