symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,333.27015808077533
AAPB,AAPL,bucket_1,core_levered_etf,64.07266529090725
AAPU,AAPL,bucket_1,core_levered_etf,132.83353161618697
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNY,ABNB,bucket_2,yieldboost_etf,420.66797475000004
ADBG,ADBE,bucket_1,core_levered_etf,274.20381898056434
AFRU,AFRM,bucket_1,core_levered_etf,145.85154453
AIYY,AI,bucket_2,yieldboost_etf,686.9660137200001
ALBG,ALB,bucket_1,core_levered_etf,41.426353999999996
AMDG,AMD,bucket_1,core_levered_etf,1077.1045388501948
AMDL,AMD,bucket_1,core_levered_etf,785.8010083738221
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,783.4862352369702
AMZU,AMZN,bucket_1,core_levered_etf,485.2232926298657
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,499.2760157539954
APHU,APH,bucket_1,core_levered_etf,141.4296327484439
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,1612.369120740424
ARCX,ACHR,bucket_1,core_levered_etf,419.3047056008638
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,168.95926101706664
ASTX,ASTS,bucket_1,core_levered_etf,2010.2634060729101
AVGG,AVGO,bucket_1,core_levered_etf,225.90983221331322
AVL,AVGO,bucket_1,core_levered_etf,414.6980566138156
AZYY,AMZN,bucket_3,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,261.93998575
BABX,BABA,bucket_1,core_levered_etf,2346.7261921119957
BEX,BE,bucket_1,core_levered_etf,522.628779364143
BIDG,BIDU,bucket_1,core_levered_etf,133.13780149595885
BITU,IBIT,bucket_1,core_levered_etf,1466.3629782746464
BITX,IBIT,bucket_1,core_levered_etf,1332.9176373326852
BMNG,BMNR,bucket_1,core_levered_etf,492.85499548330944
BOEG,BA,bucket_1,core_levered_etf,1949.626220937561
BOEU,BA,bucket_1,core_levered_etf,1808.882232529195
BTCL,IBIT,bucket_1,core_levered_etf,1346.8511318189817
BULG,BULL,bucket_1,core_levered_etf,440.3020606783388
CEGX,CEG,bucket_1,core_levered_etf,304.2420397314847
CHAU,ASHR,bucket_1,core_levered_etf,537.6184577445345
CIFG,CIFR,bucket_1,core_levered_etf,500.2954317820121
CLSX,CLSK,bucket_1,core_levered_etf,203.94430777177715
CLSZ,CLSK,bucket_4,inverse_b4_etf,341.43757941
CMGG,CMG,bucket_1,core_levered_etf,1431.9599669738573
CNCG,CNC,bucket_1,core_levered_etf,791.07991375
COIA,COIN,bucket_1,core_levered_etf,-563.99063842
COIG,COIN,bucket_1,core_levered_etf,89.57890475
COIW,COIN,bucket_2,yieldboost_etf,1853.77306779
