symbol,underlying,bucket,pair,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVTS,NVTS,bucket_1,NVTS (spot),NAVITAS SEMICONDUCTOR CORP,24468.166699999998,13404.484922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37872.651622
NBIS,NBIS,bucket_1,NBIS (spot),NEBIUS GROUP NV,13733.966333,22422.20846227629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36156.17479527629
AMD,AMD,bucket_1,AMD (spot),ADVANCED MICRO DEVICES,21268.353063414324,11060.039903453317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32328.392966867643
SNDK,SNDK,bucket_1,SNDK (spot),SANDISK CORP,9779.269604,9673.602848593158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19452.872452593158
MTYY,MSTR,bucket_2,MSTR | MTYY,GRANITE YIELDBOOST MSTR ETF,830.7256868100001,36035.138338,0.0,0.0,-17347.63,-1870.17,644.7938654171452,0.0,0.0,18292.85789022714
INTC,INTC,bucket_1,INTC (spot),INTEL CORP,14743.08265,2842.931489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17586.014139
ALAB,ALAB,bucket_1,ALAB (spot),ASTERA LABS INC,8064.40195167,8443.642829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16508.04478067
COYY,COIN,bucket_2,COIN | COYY,GRANITE YIELDBOOST COIN ETF,2938.01197694,19513.607174,-9.370000000000001,0.0,-6510.88,-1056.3799999999999,372.93504162994975,0.0,0.0,15247.924192569952
BTFL,KEEL,bucket_1,KEEL | BTFL,,4683.1764934,8104.111956,0.0,0.0,0.0,-9.42,0.0,0.0,0.0,12777.868449399999
MRVL,MRVL,bucket_1,MRVL (spot),MARVELL TECHNOLOGY INC,11561.592616,789.305037,8.76,0.0,0.0,0.0,0.0,0.0,0.0,12359.657653
AMD,AMD,bucket_2,AMD (spot),ADVANCED MICRO DEVICES,6690.19379858568,5086.164846450229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11776.358645035909
MU,MU,bucket_2,MU (spot),MICRON TECHNOLOGY INC,6988.020330822858,4755.506010895425,1.9334517536198654,0.0,0.0,0.0,0.0,0.0,0.0,11745.459793471902
HUT,HUT,bucket_1,HUT (spot),HUT 8 CORP,4572.68149244,6466.344371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11039.02586344
