underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AXON,AXON,underlying,-624.1800000000001,624.1800000000001
AXON,AXUP,etf,832.24,832.24
BLSH,BLSH,underlying,0.0,0.0
BLSH,BLSX,etf,5209.049999999999,5209.049999999999
CELH,CELH,underlying,0.0,0.0
CELH,CELT,etf,3136.64,3136.64
CLSK,CLSK,underlying,-15030.412649999998,15030.412649999998
COIN,COIN,underlying,-1216.2865884142648,1216.2865884142648
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-14950.527075,14950.527075
DASH,DASH,underlying,0.0,0.0
DASH,DASX,etf,4179.6,4179.6
DKNG,DKNG,underlying,-1338.8112,1338.8112
DKNG,DKUP,etf,1785.0816,1785.0816
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14979.759299999992,14979.759299999992
MSTR,MSTR,underlying,-10660.539252082126,10660.539252082126
NBIS,NBIS,underlying,-15182.023724999997,15182.023724999997
NEM,NEM,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14899.264875,14899.264875
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
